black_pop,asian_pop,white_pop,hisp_pop,amin_pop,hp_pop,other_pop
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
13,1,25,12,,,
13,1,25,12,,,
13,1,25,12,,,
13,1,25,12,,,
13,1,25,12,,,
13,1,25,12,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
13,1,25,12,,,
13,1,25,12,,,
13,1,25,12,,,
12,1,25,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
13,1,25,12,,,
13,1,25,12,,,
13,1,25,12,,,
13,1,25,12,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
13,1,25,12,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
13,1,25,12,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
11,1,26,13,,,
11,1,26,13,,,
12,1,25,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
12,1,25,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
12,1,26,12,,,
12,1,26,12,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
12,1,26,12,,,
12,1,26,12,,,
12,1,26,12,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
12,1,26,12,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
12,1,26,12,,,
11,1,26,13,,,
12,1,26,12,,,
12,1,26,12,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
12,1,26,12,,,
12,1,26,12,,,
12,1,26,12,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
10,1,26,14,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,27,12,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
12,1,26,12,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
12,1,26,12,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,1,26,13,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
10,2,26,13,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
11,1,27,12,,,
10,1,28,12,,,
11,1,27,12,,,
10,1,28,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
10,1,28,12,,,
10,1,28,12,,,
11,1,27,12,,,
10,1,27,13,,,
11,1,26,13,,,
10,1,27,13,,,
11,1,26,13,,,
11,1,27,12,,,
11,1,26,13,,,
10,1,28,12,,,
10,1,27,13,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
11,1,28,11,,,
11,1,28,11,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
10,1,28,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,2,26,12,,,
10,2,27,12,,,
10,2,27,12,,,
10,1,28,12,,,
10,2,27,12,,,
11,2,26,12,,,
11,2,26,12,,,
10,2,27,12,,,
10,2,27,12,,,
10,2,27,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,2,27,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
10,1,28,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,1,27,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,1,27,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,26,12,,,
11,2,25,13,,,
11,2,26,12,,,
11,2,25,13,,,
11,2,24,14,,,
11,2,24,14,,,
11,2,24,14,,,
11,2,24,14,,,
11,1,25,14,,,
11,1,25,14,,,
11,1,25,14,,,
11,2,24,14,,,
11,2,24,14,,,
11,2,24,14,,,
11,2,24,14,,,
10,2,25,14,,,
10,2,25,14,,,
11,2,25,13,,,
10,2,26,13,,,
10,2,26,13,,,
11,2,25,13,,,
10,2,26,13,,,
10,2,25,14,,,
10,2,25,14,,,
11,2,24,14,,,
11,2,24,14,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,24,14,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,24,14,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,24,14,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,24,14,,,
11,2,24,14,,,
11,2,24,14,,,
11,2,24,14,,,
11,2,24,14,,,
11,2,24,14,,,
11,2,24,14,,,
11,2,24,14,,,
11,2,24,14,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,25,13,,,
11,2,26,12,,,
11,2,26,12,,,
